,"Nr
okr.","Nr
listy","Nr
poz.",Kandydat,Głosy,"%
w okr.",Mandat
3127,18,3,17,STYPEREK Ewa Maria,67,0.00020993394913958413,-
3128,18,3,18,REPLIŃSKI Piotr,45,0.00014100041360121324,-
3129,18,3,19,SOBIESAK Przemysław Marcin,35,0.00010966698835649919,-
3130,18,3,20,CHMIELEWSKI Andrzej Tomasz,257,0.0008052690287891511,-
3131,18,4,1,FILIPEK Krzysztof,16180,0.05069748204594733,T
3132,18,4,2,CHMIELAK Waldemar,5359,0.01679158258864226,-
3133,18,4,3,POGONOWSKI Marian Hieronim,2696,0.008447491445974908,-
3134,18,4,4,DZIEWULSKI Zbigniew,6423,0.020125459034679834,T
3135,18,4,5,ZAWADZKI Edward,2618,0.008203090729066139,-
3136,18,4,6,RENIEWICZ Wiesław,743,0.002328073495682254,-
3137,18,4,7,WAJSZCZYK Jerzy,747,0.0023406068657801397,-
3138,18,4,8,STRZELECKI Jerzy,1131,0.0035438103951771593,-
3139,18,4,9,AMBROZIAK Janusz,1321,0.004139145474826726,-
3140,18,4,10,SZELĄG Grzegorz,1021,0.0031991427174853045,-
3141,18,4,11,SOBCZAK Robert Artur,623,0.0019520723927456854,-
3142,18,4,12,MAKARUK Mieczysław,804,0.0025192073896750096,-
3143,18,4,13,WIŚNIOWSKI Piotr,1446,0.004530813290385652,-
3144,18,4,14,IZDEBSKI Jan Leon,2621,0.008212490756639552,-
3145,18,4,15,WIST Jacek Kazimierz,221,0.0006924686979081805,-
3146,18,4,16,RUDOWSKI Jakub Dawid,1323,0.004145412159875669,-
3147,18,5,1,PIŁKA Marian,9659,0.030264955443869302,T
3148,18,5,2,NIEDZIELA Janusz,2335,0.0073163547946407306,-
3149,18,5,3,RZEWUSKI Zbigniew Jan,2086,0.006536152506047351,-
3150,18,5,4,ŻOCHOWSKI Jan,1300,0.0040733452818128265,-
3151,18,5,5,ANTONIK Sławomir Wawrzyniec,450,0.0014100041360121324,-
3152,18,5,6,ZYŚK Henryk Jan,803,0.0025160740471505383,-
3153,18,5,7,KOJRO Andrzej,1203,0.0037694110569391004,-
3154,18,5,8,KUBASZEWSKI Marek,1239,0.0038822113878200708,-
3155,18,5,9,HARDEJ Sławomir Janusz,808,0.0025317407597728954,-
3156,18,5,10,CELIŃSKA-MYSŁAW Teresa Anna,2179,0.006827553360823192,-
3157,18,5,11,KAZIMIERCZUK Henryk,322,0.0010089362928797925,-
3158,18,5,12,WITAK Jan Błażej,404,0.0012658703798864477,-
3159,18,5,13,DZIĘGIELEWSKA Anna Wanda,1560,0.004888014338175392,-
3160,18,5,14,ZDZIERA Sławomir,356,0.0011154699387118203,-
3161,18,5,15,WIĘCKOWSKI Artur,817,0.002559940842493138,-
3162,18,5,16,MARKIEWICZ Michał Tomasz,354,0.0011092032536628774,-
3163,18,5,17,NALEWAJK Janusz Paweł,378,0.001184403474250191,-
3164,18,5,18,STAŃCZYK Paweł,632,0.001980272475465928,-
3165,18,6,1,KALINOWSKI Jarosław,38664,0.12114755536616241,T
3166,18,6,2,SAWICKI Marek Wacław,6543,0.020501460137616404,T
3167,18,6,3,ANDRZEJCZYK Amelia,957,0.0029986087959191347,-
3168,18,6,4,ANTONIAK Wacław,564,0.0017672051838018726,-
3169,18,6,5,DEPTUŁA Zbigniew,3407,0.010675297980874077,T
3170,18,6,6,GOCŁOWSKI Ryszard,1034,0.003239876170303433,-
3171,18,6,7,JAGIEŁŁO Piotr,1066,0.003340143131086518,-
3172,18,6,8,JANUSZ Danuta,1209,0.0037882111120859287,-
3173,18,6,9,JASTRZĘBSKI Stanisław,1151,0.003606477245666587,-
3174,18,6,10,KIERNOZEK Bogusław,742,0.0023249401531577826,-
3175,18,6,11,KŁOS Tadeusz,738,0.002312406783059897,-
3176,18,6,12,MARCINIUK Zbigniew,997,0.003123942496897991,-
3177,18,6,13,NALEWAJK Tadeusz,3262,0.010220963314825724,-
3178,18,6,14,PAKIEŁA Witold,915,0.0028670084098913356,-
3179,18,6,15,PAZIEWSKI Waldemar Eugeniusz,2579,0.008080890370611753,-
3180,18,6,16,PIEKARSKI Wiesław,968,0.00303307556368832,-
3181,18,6,17,PIOTROWSKI Andrzej,459,0.0014382042187323749,-
3182,18,6,18,POLAK Józef,1225,0.003838344592477471,-
3183,18,6,19,SKRZYCZYŃSKI Tomasz,623,0.0019520723927456854,-
3184,18,6,20,SOBCZYŃSKI Sławomir Jacek,683,0.00214007294421397,-
3185,18,6,21,STRĄK Michał,1715,0.005373682429468459,-
3186,18,6,22,TARCZYŃSKI Antoni Jan,2796,0.00876082569842205,-
3187,18,6,23,WITKOWSKI Grzegorz,282,0.0008836025919009363,-
3188,18,6,24,WOŁKIEWICZ Zofia,678,0.0021244062315916128,-
3189,18,7,1,CHRZANOWSKI Zbigniew,6132,0.019213656360058656,T
3190,18,7,2,CHODKOWSKI Wojciech,1845,0.005781016957649742,-
3191,18,7,3,BULAK Marek Jacek,1787,0.005599283091230401,-
3192,18,7,4,WOJCIECHOWICZ Jacek Piotr,3058,0.009581761439833556,-
3193,18,7,5,STĘPIEŃ Robert Wojciech,532,0.0016669382230187874,-
3194,18,7,6,BIELECKI Janusz,718,0.002249739932570469,-
3195,18,7,7,PILARSKI Cezary Zbigniew,574,0.0017985386090465865,-
3196,18,7,8,MICHALAK Artur,374,0.0011718701041523055,-
3197,18,7,9,BAKUŁA Anna Józefa,1137,0.0035626104503239876,-
3198,18,7,10,JEDLIŃSKI Wojciech Robert,294,0.0009212027021945931,-
3199,18,7,11,SZCZĘŚNIAK Tomasz Andrzej,439,0.0013755373682429468,-
3200,18,7,12,KLIMM Andrzej,300,0.0009400027573414216,-
3201,18,7,13,SUCHCICKA Iwona Renata,906,0.002838808327171093,-
3202,18,7,14,JASIŃSKI Dariusz,165,0.0005170015165377818,-
3203,18,7,15,ŁACH Andrzej,343,0.001074736485893692,-
3204,18,7,16,WNUK-LIPIŃSKA Agnieszka Bożena,784,0.0024565405391855817,-
3205,18,7,17,DŁUGOŁĘCKI Andrzej,469,0.001469537643977089,-
3206,18,7,18,FILIPEK Andrzej,411,0.0012878037775577475,-
3207,18,7,19,DĄBROWSKI Zbigniew,233,0.0007300688082018374,-
3208,18,7,20,BIELIŃSKI Sławomir Leszek,121,0.00037913444546104,-
3209,18,7,21,RUDNICKA Katarzyna,431,0.0013504706280471756,-
3210,18,7,22,WĄSOWSKA Karina,340,0.0010653364583202778,-
3211,18,7,23,BORKOWSKI Leszek,515,0.0016136714001027737,-
3212,18,7,24,ŻOCHOWSKI Krzysztof,2350,0.007363354932507802,-
3213,18,8,1,BARTOLD Tadeusz Klemens,137,0.0004292679258525825,-
3214,18,8,2,OLECHOWSKI Grzegorz Napoleon,393,0.0012314036121172623,-
3215,18,8,3,WOŹNIAK Krystyna,73,0.00022873400428641258,-
3216,18,8,4,SZUBIŃSKI Ryszard Wiesław,71,0.00022246731923746978,-
3217,18,8,5,KUCZYŃSKI Zdzisław,149,0.0004668680361462394,-
3218,18,8,6,HARDEJ Janusz,62,0.0001942672365172271,-
3219,18,8,7,WASILUK Wojciech,33,0.00010340030330755636,-
3220,18,8,8,RUNO-TUREK Wioletta,48,0.00015040044117462745,-
3221,18,8,9,ROSTKOWSKI Mariusz,36,0.00011280033088097059,-
3222,18,8,10,WŁODARCZYK Tadeusz,25,7.833356311178513e-05,-
3223,18,8,11,SOSNOWSKI Grzegorz Walenty,16,5.013348039154248e-05,-
3224,18,8,12,SIARKOWSKA Justyna,29,9.086693320967075e-05,-
3225,18,8,13,PIOTROWSKI Wenanty Marian,35,0.00010966698835649919,-
3226,18,8,14,BORATYŃSKI Tomasz,18,5.6400165440485295e-05,-
3227,18,8,15,RAJEWSKI Ryszard,21,6.580019301389951e-05,-
3228,18,8,16,WIEWIÓRKA Wojciech,19,5.95335079649567e-05,-
3229,18,8,17,TRZEBIŃSKI Przemysław,12,3.760011029365686e-05,-
3230,18,8,18,SZABLAK Stanisław,15,4.7000137867071076e-05,-
3231,18,8,19,MAGNUSZEWSKA Zofia Stanisława,23,7.206687806284232e-05,-
3232,18,8,20,JANKOWSKI Franciszek,59,0.0001848672089438129,-
3233,18,8,21,PIENIAK Artur Norbert,85,0.00026633411458006946,-
3234,18,8,22,NOJSZEWSKI Dariusz,21,6.580019301389951e-05,-
3235,18,8,23,MAKÓWCZYŃSKA-GÓŹDŹ Halina Eugenia,3,9.400027573414216e-06,-
3236,18,8,24,STAWECKA Kinga Katarzyna,31,9.713361825861356e-05,-
3237,18,10,1,JANOWSKI Gabriel,21651,0.0678399989973304,T
3238,18,10,2,SZYMAŃSKI Leszek Bogdan,990,0.003102009099226691,-
3239,18,10,3,RATYŃSKI Marek,899,0.002816874929499793,-
3240,18,10,4,KULAS Bogdan Eugeniusz,1254,0.003929211525687142,-
3241,18,10,5,NASIŁOWSKA Helena Zofia,1090,0.0034153433516738315,-
3242,18,10,6,NOWICKI Bogusław,1188,0.003722410919072029,-
3243,18,10,7,KRASZEWSKI Bogusław,355,0.0011123365961873488,-
3244,18,10,8,KOWNACKI Albin Jerzy,156,0.0004888014338175392,-
3245,18,10,9,DELUGA Zdzisław,270,0.0008460024816072793,-
3246,18,10,10,WYSOKIŃSKA Jadwiga,1015,0.0031803426623384762,-
3247,18,10,11,OSIŃSKI Andrzej Kajetan,233,0.0007300688082018374,-
3248,18,10,12,GUT Antoni,243,0.0007614022334465515,-
3249,18,10,13,PIECHOCKA Elżbieta Maria,974,0.0030518756188351484,-
3250,18,10,14,MIECZNIKOWSKI Adam Wiesław,306,0.00095880281248825,-
3251,18,10,15,BIEŻUŃSKI Artur,234,0.0007332021507263088,-
3252,18,14,1,OLEJNICZAK Andrzej,82,0.0002569340870066552,-
3253,18,14,2,WOŁK-ŁANIEWSKA Agnieszka Katarzyna,50,0.00015666712622357026,-
3254,18,14,3,HAMBERG Jerzy Ireneusz,24,7.520022058731373e-05,-
3255,18,14,4,MAMES Joanna,33,0.00010340030330755636,-
3256,18,14,5,OSICA Włodzimierz,16,5.013348039154248e-05,-
3257,18,14,6,SZYMAŃSKI Henryk Stanisław,40,0.0001253337009788562,-
3258,18,14,7,GRYZ Mirosław,10,3.133342524471405e-05,-
3259,18,14,8,NIEWIAROWSKI Bogdan,10,3.133342524471405e-05,-
3260,18,14,9,GOCMAN Maciej,12,3.760011029365686e-05,-
3261,18,14,10,KIELAK Jan,29,9.086693320967075e-05,-
3262,18,14,11,KOWALCZYK Stanisław,17,5.3266822916013884e-05,-
3263,18,14,12,KRÓLAK Piotr,24,7.520022058731373e-05,-
3264,18,14,13,SADOCH Tadeusz,32,0.00010026696078308496,-
3265,19,1,1,BOROWSKI Marek,149233,0.2031732676569854,T
3266,19,1,2,KALISZ Ryszard,33392,0.04546153835681154,T
3267,19,1,3,MAŁACHOWSKI Aleksander,16980,0.02311742097803845,T
3268,19,1,4,WIETESKA Jan,3402,0.00463165289559993,-
3269,19,1,5,TOBER Michał,5680,0.007733035992653616,T
3270,19,1,6,ZDROJEWSKI Jacek,3458,0.004707894095527501,-
3271,19,1,7,PIEKARSKA Katarzyna Maria,8266,0.011253745689308942,T
3272,19,1,8,WAWAK Jan,795,0.0010823527489717648,-
3273,19,1,9,WIŚNIEWSKI Jerzy,900,0.0012253049988359603,-
3274,19,1,10,MILEWSKA Alicja,2435,0.003315130746850626,-
3275,19,1,11,PORĘBA Maciej,626,0.0008522676991903457,-
3276,19,1,12,CZESZEJKO-SOCHACKI Krzysztof Kazimierz,2797,0.003807975646382423,-
3277,19,1,13,ROGOZIŃSKA Magdalena Grażyna,900,0.0012253049988359603,-
3278,19,1,14,KĄTNA Mirosława,5705,0.0077670722426212814,T
3279,19,1,15,NOWICKA Wanda,1476,0.0020095001980909746,-
3280,19,1,16,ZIELIŃSKI Maciej Andrzej,812,0.0011054973989497775,-
3281,19,1,17,CZAJKOWSKA Agnieszka,1513,0.00205987384804312,-
3282,19,1,18,BOSAK Henryk,1889,0.00257177904755681,-
3283,19,1,19,KOWALCZYK Waldemar,729,0.0009924970490571279,-
3284,19,1,20,KRZEKOTOWSKI Jerzy,830,0.0011300034989264968,-
3285,19,1,21,WYGANOWSKA-KRZYNÓWEK Anna,760,0.001034701999017033,-
3286,19,1,22,MALUSI Wojciech,345,0.0004697002495537848,-
3287,19,1,23,GUZIAŁ Piotr Andrzej,584,0.0007950867992446675,-
3288,19,1,24,WAWRZKIEWICZ Marek,286,0.00038937469963009404,-
3289,19,1,25,DYDOŃ Anna,479,0.0006521345493804722,-
3290,19,1,26,ZIOŁO Karolina,1459,0.001986355548112962,-
3291,19,1,27,OLESIŃSKI Zbigniew,526,0.0007161226993196835,-
3292,19,1,28,GARA-KUSKOWSKA Jolanta,337,0.00045880864956413176,-
3293,19,1,29,BOROWSKI Bogumił,905,0.0012321122488294933,-
3294,19,1,30,ADAMSKA Małgorzata,664,0.0009040027991411973,-
3295,19,1,31,JAKUBOWICZ Piotr,450,0.0006126524994179802,-
3296,19,1,32,SZCZĘSNA Małgorzata,986,0.0013423896987247298,-
3297,19,1,33,KULEJ Jerzy,3488,0.004748737595488699,T
3298,19,1,34,SZAFRANKO Krzysztof,431,0.0005867849494425543,-
3299,19,1,35,WORONIN Marian,3421,0.004657520445575355,-
3300,19,1,36,ŁUKASIAK Barbara,617,0.000840014649201986,-
3301,19,1,37,TONDERA Ireneusz,1775,0.002416573747704255,-
3302,19,1,38,GADZINOWSKI Piotr,10731,0.014609719936120766,T
3303,19,2,1,SMIRNOW Andrzej,4629,0.006302152044012956,-
3304,19,2,2,SMERECZYŃSKA Maria,3601,0.004902581445342548,-
3305,19,2,3,BIELECKI Czesław,7013,0.009547848840929544,-
3306,19,2,4,MAKOWSKI Ryszard,586,0.0007978096992420808,-
3307,19,2,5,TOMASZEWSKA Ewa,4447,0.00605436814424835,-
3308,19,2,6,WÓJCIK Piotr Wojciech,1159,0.0015779205485009756,-
3309,19,2,7,KARSKI Karol,455,0.0006194597494115133,-
3310,19,2,8,MARCINKOWSKA-KORANOWICZ Jolanta,242,0.00032947089968700263,-
3311,19,2,9,STRULAK Michał,189,0.00025731404975555164,-
3312,19,2,10,KULESZA Jerzy,601,0.0008182314492226801,-
3313,19,2,11,SKROBEK Henryk,156,0.00021238619979823312,-
3314,19,2,12,PACZKOWSKI Janusz,114,0.00015520529985255495,-
3315,19,2,13,BOJANOWSKI Michał Stanisław,405,0.0005513872494761821,-
3316,19,2,14,RZEPCZYŃSKI Juliusz,49,6.67110499366245e-05,-
3317,19,2,15,JÓZEFOWICZ Wojciech,243,0.00033083234968570924,-
3318,19,2,16,FILIPIUK Arkadiusz,63,8.577134991851722e-05,-
3319,19,2,17,RAYZACHER Maciej,465,0.0006330742493985794,-
3320,19,2,18,STASINOWSKI Krzysztof,103,0.00014022934986678213,-
3321,19,2,19,MACHALICA Piotr Alojzy,683,0.0009298703491166232,-
3322,19,2,20,CZERSKI Arkadiusz,73,9.938584990558344e-05,-
3323,19,2,21,CIECHOMSKI Mariusz,87,0.00011844614988747615,-
3324,19,2,22,CHRUŚLIŃSKA Cecylia Anna,134,0.0001824342998266874,-
3325,19,2,23,STĘPKOWSKI Stefan,70,9.530149990946357e-05,-
3326,19,2,24,GOLENKO Bożena,72,9.802439990687681e-05,-
3327,19,2,25,FRĄCKIEWICZ Michał,65,8.849424991593046e-05,-
3328,19,2,26,WOJDALSKI Janusz,285,0.00038801324963138743,-
3329,19,2,27,SOSNOWSKI Radosław,91,0.00012389194988230264,-
3330,19,2,28,CZUBA Andrzej,131,0.00017834994983056756,-
3331,19,2,29,KOZAKIEWICZ Henryk,240,0.0003267479996895894,-
3332,19,2,30,BIADUN Mariusz,73,9.938584990558344e-05,-
3333,19,2,31,FABISIAK Joanna,2973,0.004047590846154789,-
3334,19,3,1,GEREMEK Bronisław,26759,0.03643104051539051,-
3335,19,3,2,WENDE Edward Joachim,11393,0.01551099983526455,-
3336,19,3,3,POPOWICZ Anna Teresa,1688,0.002298127597816779,-
3337,19,3,4,WIRO-KIRO Maria Jolanta,1101,0.0014989564485759913,-
3338,19,3,5,WERTENSTEIN-ŻUŁAWSKI Piotr Jerzy,503,0.0006848093493494311,-
3339,19,3,6,ŚWIĘCICKI Marcin,2734,0.0037222042964639057,-
3340,19,3,7,GAJĘCKA Marta Małgorzata,367,0.0004996521495253304,-
3341,19,3,8,BARYCKI Lech,104,0.00014159079986548873,-
3342,19,3,9,CZERWOSZ Magdalena,320,0.0004356639995861192,-
3343,19,3,10,KUNCEWICZ Agnieszka Agata,353,0.00048059184954343776,-
3344,19,3,11,CZERNIEWSKA Monika Barbara,189,0.00025731404975555164,-
3345,19,3,12,KOPYCKI Krzysztof Bogusław,51,6.943394993403775e-05,-
3346,19,3,13,DAMENTKO Anna Maria,156,0.00021238619979823312,-
3347,19,3,14,ŁUGOWSKI Łukasz,242,0.00032947089968700263,-
3348,19,3,15,KĄDZIELA Katarzyna Ludwika,146,0.00019877169981116687,-
3349,19,3,16,BORYS Olga Roksana,133,0.0001810728498279808,-
3350,19,3,17,KUNOWSKI Jędrzej,49,6.67110499366245e-05,-
3351,19,3,18,KRÓL Wojciech Andrzej,246,0.0003349166996818291,-
3352,19,3,19,SIENICKA Honorata,144,0.00019604879981375363,-
3353,19,3,20,CIEPIELEWSKA Urszula,176,0.00023961519977236555,-
3354,19,3,21,KWIECIŃSKI Ireneusz Kazimierz,89,0.0001211690498848894,-
3355,19,3,22,GORAJ Aleksandra Barbara,58,7.896409992498411e-05,-
3356,19,3,23,KOZACZUK Marcin,61,8.304844992110398e-05,-
3357,19,3,24,GINTOWT Jacek Stefan,109,0.00014839804985902186,-
3358,19,3,25,JEŻYŃSKI Jacek,77,0.00010483164990040994,-
3359,19,3,26,MICHALEC Paweł,63,8.577134991851722e-05,-
3360,19,3,27,SZYMAŃSKI Krzysztof Aleksander,110,0.00014975949985772846,-
3361,19,3,28,LIGĘZA Dariusz Jacek,45,6.126524994179802e-05,-
3362,19,3,29,SKRZYPKIEWICZ Zbigniew Andrzej,21,2.8590449972839072e-05,-
3363,19,3,30,SKUTKIEWICZ Anna Mariola,33,4.492784995731854e-05,-
3364,19,3,31,FALKOWSKA Małgorzata Katarzyna,132,0.00017971139982927417,-
3365,19,3,32,KOZŁOWSKI Piotr Konrad,66,8.985569991463708e-05,-
3366,19,3,33,RAKOWSKI Tadeusz Stanisław,57,7.760264992627748e-05,-
3367,19,3,34,SUCH Katarzyna Maria,33,4.492784995731854e-05,-
3368,19,3,35,RADECKA Barbara Julita,96,0.00013069919987583576,-
3369,19,3,36,BOROWSKI Grzegorz Ziemowit,51,6.943394993403775e-05,-
3370,19,3,37,PIOŚ Anna Małgorzata,65,8.849424991593046e-05,-
3371,19,3,38,DOWGIELEWICZ Mikołaj Marek,276,0.0003757601996430278,-
3372,19,4,1,SIKORA Krzysztof Ryszard,6717,0.009144859641312383,-
3373,19,4,2,FELIKSIAK Wiesław Marian,976,0.0013287751987376636,-
3374,19,4,3,KOMOROWSKA Irena,2902,0.0039509278962466185,-
3375,19,4,4,AMBROZIAK Krzysztof,1430,0.00194687349815047,-
3376,19,4,5,ZAŁĘCKA Małgorzata,1216,0.001655523198427253,-
3377,19,4,6,JACZYŃSKI Bolesław,391,0.0005323269494942894,-
3378,19,4,7,LISIECKI Stanisław,467,0.0006357971493959927,-
3379,19,4,8,ŚWIĘCKA Agata,975,0.0013274137487389568,-
3380,19,4,9,WYSOCKI Jan Marian,546,0.0007433516992938158,-
3381,19,4,10,SIKORSKI Henryk,532,0.0007242913993119232,-
3382,19,4,11,FILIPEK Wiesława,310,0.00042204949959905296,-
3383,19,4,12,MUCHOWICZ Wiesława,161,0.0002191934497917662,-
3384,19,4,13,ARENDARSKI Mirosław,471,0.0006412429493908192,-
3385,19,4,14,KOPECKI Wiesław,118,0.00016065109984738147,-
3386,19,4,15,GOSK Kazimierz,130,0.00017698849983186093,-
3387,19,4,16,EYSYMONT Krzysztof,1682,0.002289958897824539,-
3388,19,4,17,KORNELUK Olga,230,0.0003131334997025232,-
3389,19,4,18,ŻERO Kazimierz,181,0.00024642244976589867,-
3390,19,4,19,WIŚNIOWSKA Sylwia,617,0.000840014649201986,-
3391,19,4,20,GIL Marzena,608,0.0008277615992136265,-
3392,19,4,21,STĘPIEŃ Ksenia,385,0.0005241582495020497,-
3393,19,4,22,PIOTROWSKI Krzysztof,418,0.0005690860994593682,-
3394,19,4,23,CHWEDORUK Mirosław,118,0.00016065109984738147,-
3395,19,4,24,NAGIEWICZ Marek,73,9.938584990558344e-05,-
3396,19,4,25,KRÓLIKOWSKI Krzysztof,289,0.0003934590496262139,-
3397,19,4,26,SOCHOCKI Jan,455,0.0006194597494115133,-
3398,19,5,1,KACZYŃSKI Jarosław Aleksander,144343,0.19651577716331,T
3399,19,5,2,KAMIŃSKI Mariusz,5257,0.007157142643200714,T
3400,19,5,3,SZRAJBER Bartłomiej Józef,736,0.0010020271990480742,T
3401,19,5,4,PLEWAKO Stanisław Jan,177,0.00024097664977107218,-
3402,19,5,5,KOZIŃSKI Tomasz Marian,390,0.0005309654994955828,-
3403,19,5,6,PONCYLIUSZ Paweł Janusz,1138,0.0015493300985281364,T
3404,19,5,7,POMAWSKA-SZWEJK Jadwiga Lucjanna,460,0.0006262669994050463,-
3405,19,5,8,SOSNOWSKI Robert,414,0.0005636402994645417,-
3406,19,5,9,MIERZEJEWSKA Hanna Elżbieta,771,0.001049677949002806,T
3407,19,5,10,KALINOWSKI Witold Stanisław,453,0.0006167368494141,-
3408,19,5,11,WOŁODŹKO Jerzy Konstanty,99,0.00013478354987195564,-
3409,19,5,12,NOWAK Jan Kazimierz,115,0.0001565667498512616,-
3410,19,5,13,SŁĘCKI Maciej Rymwid,31,4.22049499599053e-05,-
3411,19,5,14,KRÓL Mieczysław,295,0.0004016277496184536,-
3412,19,5,15,WIELOMSKI Adam,126,0.00017154269983703444,-
3413,19,5,16,ŁUSZCZYK Jerzy,33,4.492784995731854e-05,-
3414,19,5,17,STRADOMSKI Antoni Mieczysław,101,0.00013750644986936888,-
3415,19,5,18,PERKOWSKI Krzysztof,59,8.032554992369073e-05,-
3416,19,5,19,NOREK Daniel Zygmunt,88,0.00011980759988618277,-
3417,19,5,20,KOPIJER Paweł,235,0.00031994074969605627,-
3418,19,5,21,CZARNOCKI Krzysztof Janusz,113,0.00015384384985384834,-
3419,19,5,22,RZEWUSKI Marek Stefan,268,0.0003648685996533748,-
3420,19,5,23,POŁOŃSKA Maria Renata,289,0.0003934590496262139,-
3421,19,5,24,KALINOWSKI Sławomir Piotr,221,0.0003008804497141636,-
3422,19,5,25,KANIA Lucyna Jolanta,226,0.0003076876997076967,-
3423,19,5,26,KRACZKOWSKI Maks,63,8.577134991851722e-05,-
3424,19,5,27,KULESZA Iwona,518,0.0007052310993300305,-
3425,19,5,28,MELAK Józef,479,0.0006521345493804722,-
3426,19,5,29,PONIKOWSKI Wiesław,123,0.00016745834984091456,-
3427,19,5,30,KUBICKI Jerzy Zygmunt,181,0.00024642244976589867,-
3428,19,5,31,JEZNAK Jadwiga Alicja,337,0.00045880864956413176,-
3429,19,5,32,STASIÓW Tadeusz,70,9.530149990946357e-05,-
3430,19,5,33,PIWOWARSKI Waldemar,85,0.00011572324989006291,-
3431,19,5,34,OŁOWSKI Jarosław Robert,132,0.00017971139982927417,-
3432,19,6,1,BUGAJ Ryszard,4683,0.0063756703439431135,-
3433,19,6,2,WÓJCIK Stanisław Jakub,905,0.0012321122488294933,-
3434,19,6,3,SZEWCZAK Jan,420,0.0005718089994567815,-
3435,19,6,4,NIEPOKULCZYCKA Małgorzata Weronika,1279,0.0017412945483457703,-
3436,19,6,5,GÓRNIAK Krystyna Stanisława,453,0.0006167368494141,-
3437,19,6,6,ZAGDAŃSKI Andrzej,144,0.00019604879981375363,-
3438,19,6,7,BERDOWSKI Janusz Bronisław,167,0.00022736214978400597,-
3439,19,6,8,MIKLIŃSKA Jolanta Magdalena,154,0.00020966329980081987,-
3440,19,6,9,CZACHOR Andrzej,114,0.00015520529985255495,-
3441,19,6,10,KŁYSZ-CISZEWSKA Iwona,94,0.00012797629987842252,-
3442,19,6,11,KOŁODZIEJCZYK Jerzy Mieczysław,145,0.00019741024981246026,-
3443,19,6,12,PODSIADŁO Cecylia,93,0.00012661484987971588,-
3444,19,6,13,TUDEK Paweł,45,6.126524994179802e-05,-
3445,19,6,14,OLESIEJUK Ewa,110,0.00014975949985772846,-
3446,19,6,15,ŚNIEGOCKI Krzysztof,156,0.00021238619979823312,-
3447,19,6,16,KAMIŃSKA Zofia Krystyna,313,0.00042613384959517284,-
3448,19,6,17,BARANOWICZ Władysław,48,6.534959993791788e-05,-
3449,19,6,18,PARTYKA Ewa,418,0.0005690860994593682,-
3450,19,6,19,MIKULSKI Eugeniusz,209,0.0002845430497296841,-
3451,19,6,20,ZWIERZYŃSKA Weronika,165,0.00022463924978659272,-
3452,19,6,21,ŚRODOŃ Leopold,122,0.00016609689984220795,-
3453,19,6,22,WASILEWSKA Lucyna,146,0.00019877169981116687,-
3454,19,6,23,WIŚNIEWSKA Ewa,333,0.0004533628495693053,-
3455,19,6,24,BIELECKI Jerzy,257,0.00034989264966760197,-
3456,19,6,25,BIŁOBRAN-UBERMAN Elżbieta,47,6.398814993921126e-05,-
3457,19,6,26,ORŁOW Eugeniusz,58,7.896409992498411e-05,-
3458,19,6,28,KALISZAN Zbigniew,130,0.00017698849983186093,-
3459,19,6,29,BARTAK Zdzisław,27,3.6759149965078805e-05,-
3460,19,6,30,KANTY Jerzy,51,6.943394993403775e-05,-
3461,19,6,31,MAŁECKA Anna Grażyna,154,0.00020966329980081987,-
3462,19,6,32,SKOWRONEK Krzysztof Grzegorz,76,0.00010347019990170331,-
3463,19,6,33,GĄSIOROWSKI Jan,111,0.0001511209498564351,-
3464,19,6,34,TYLICKI Marcin Barnaba,47,6.398814993921126e-05,-
3465,19,6,35,CZUPRYNIEWICZ-STROIŃSKA Elżbieta,33,4.492784995731854e-05,-
3466,19,6,36,SONDIJ-KORULCZYK Maria Barbara,62,8.44098999198106e-05,-
3467,19,6,37,MĄCZYŃSKI Stanisław,99,0.00013478354987195564,-
3468,19,7,1,PISKORSKI Paweł Bartłomiej,69066,0.0940299056106716,T
3469,19,7,2,KOMOROWSKI Bronisław Maria,14493,0.01973149483125508,T
3470,19,7,3,HERTEL Jerzy Stanisław,6297,0.008573050641855602,T
3471,19,7,4,KOZAK Wojciech Tomasz,3315,0.004513206745712453,-
3472,19,7,5,MORDASEWICZ-ZUBRZYCKA Marta Halina,9601,0.013071281437582283,T
3473,19,7,6,MORDASEWICZ Jeremi Wacław,4604,0.00626811579404529,-
3474,19,7,7,SKÓRZYŃSKA Katarzyna Maria,5081,0.006917527443428349,-
3475,19,7,8,BIAŁECKI Maciej Zdzisław,956,0.001301546198763531,-
3476,19,7,9,GAWOR Ewa Danuta,2704,0.0036813607965027074,-
3477,19,7,10,POTAPOWICZ Sławomir,884,0.0012035217988566544,-
3478,19,7,11,EYSMONT Zbigniew,2772,0.0037739393964147574,-
3479,19,7,12,KOMOROWSKI Andrzej Jerzy,1934,0.002633044297498608,-
3480,19,7,13,WOJTCZAK Elżbieta,1348,0.001835234598256527,-
3481,19,7,14,KIDAWA-BŁOŃSKA Małgorzata Maria,1339,0.0018229815482681676,-
3482,19,7,15,GODLEWSKI Dariusz,1514,0.0020612352980418263,-
3483,19,7,16,CEGIELSKA Jadwiga,1231,0.0016759449484078522,-
3484,19,7,17,STOMA Albert,936,0.0012743171987893986,-
3485,19,7,18,JACNIACKI Zbigniew Stanisław,311,0.0004234109495977596,-
3486,19,7,19,EYSYMONT Michał Wiktor,770,0.0010483164990040994,-
